anio,region,huelgas,trabajadores_comprendidos,horas_hombre_perdidas,huelgas_anio_total,trabajadores_anio_total,horas_anio_total,participacion_huelgas_anual,participacion_trabajadores_anual,participacion_horas_anual,rank_region_huelgas
2014,huanuco,6.0,1381.0,101192.0,95.0,40671.0,3151698.0,0.06315789473684211,0.033955398195274274,0.032107137168599274,5
2014,ica,5.0,3183.0,200460.0,95.0,40671.0,3151698.0,0.05263157894736842,0.0782621523935974,0.06360380975588398,6
2014,lima_provincia,5.0,2959.0,195396.0,95.0,40671.0,3151698.0,0.05263157894736842,0.0727545425487448,0.061997056824606926,7
2014,callao,3.0,1155.0,131708.0,95.0,40671.0,3151698.0,0.031578947368421054,0.028398613262521206,0.04178953694167398,8
2014,huancavelica,2.0,1383.0,149536.0,95.0,40671.0,3151698.0,0.021052631578947368,0.034004573283174744,0.0474461702866201,9
2014,la_libertad,2.0,3314.0,186316.0,95.0,40671.0,3151698.0,0.021052631578947368,0.08148312065107817,0.05911607013108489,10
2014,lambayeque,2.0,1783.0,144664.0,95.0,40671.0,3151698.0,0.021052631578947368,0.04383959086326867,0.04590033689776114,11
2014,pasco,2.0,224.0,5840.0,95.0,40671.0,3151698.0,0.021052631578947368,0.005507609844852598,0.0018529694152168133,12
2014,piura,2.0,213.0,6552.0,95.0,40671.0,3151698.0,0.021052631578947368,0.0052371468614000145,0.002078879385017219,13
2014,cusco,1.0,1660.0,26560.0,95.0,40671.0,3151698.0,0.010526315789473684,0.04081532295738979,0.00842720336783537,14
2014,moquegua,0.0,94.0,3244.0,95.0,40671.0,3151698.0,0.0,0.0023112291313220723,0.0010292864354389285,15
2014,puno,0.0,120.0,1920.0,95.0,40671.0,3151698.0,0.0,0.0029505052740281773,0.0006091954241808701,16
2014,san_martin,0.0,173.0,30640.0,95.0,40671.0,3151698.0,0.0,0.004253645103390622,0.009721743644219719,17
2014,tacna,0.0,441.0,71488.0,95.0,40671.0,3151698.0,0.0,0.010843106882053552,0.02268237629366773,18
2015,lima_metropolitana,23.0,16836.0,458744.0,47.0,32066.0,1925632.0,0.48936170212765956,0.5250421006673736,0.23823035761765488,1
2015,piura,7.0,1336.0,10688.0,47.0,32066.0,1925632.0,0.14893617021276595,0.04166406786003867,0.005550385535761765,2
2015,ica,5.0,2524.0,230800.0,47.0,32066.0,1925632.0,0.10638297872340426,0.0787126551487557,0.1198567535229992,3
2015,lambayeque,4.0,1796.0,26656.0,47.0,32066.0,1925632.0,0.0851063829787234,0.056009480446578934,0.013842727997872907,4
2015,arequipa,2.0,185.0,4040.0,47.0,32066.0,1925632.0,0.0425531914893617,0.005769350714152062,0.002098012496676416,5
2015,callao,1.0,602.0,96016.0,47.0,32066.0,1925632.0,0.02127659574468085,0.018773779080646168,0.04986207125764424,6
2015,cusco,1.0,51.0,408.0,47.0,32066.0,1925632.0,0.02127659574468085,0.0015904696563338115,0.00021187848976336081,7
2015,huancavelica,1.0,683.0,32784.0,47.0,32066.0,1925632.0,0.02127659574468085,0.021299819123058693,0.017025059824514757,8
2015,la_libertad,1.0,3000.0,288000.0,47.0,32066.0,1925632.0,0.02127659574468085,0.09355703860787126,0.1495612868917841,9
2015,lima_provincia,1.0,2500.0,520000.0,47.0,32066.0,1925632.0,0.02127659574468085,0.07796419883989272,0.27004121244349905,10
2015,san_martin,1.0,755.0,181200.0,47.0,32066.0,1925632.0,0.02127659574468085,0.0235451880496476,0.09409897633608083,11
2015,huanuco,0.0,889.0,35424.0,47.0,32066.0,1925632.0,0.0,0.027724069107465853,0.018396038287689445,12
2015,loreto,0.0,209.0,1672.0,47.0,32066.0,1925632.0,0.0,0.006517807023015031,0.0008682863600106355,13
2015,puno,0.0,700.0,39200.0,47.0,32066.0,1925632.0,0.0,0.021829975675169963,0.02035695293804839,14
2016,lima_metropolitana,17.0,8218.0,980520.0,41.0,20226.0,3017672.0,0.4146341463414634,0.40630871155937903,0.32492596942278684,1
2016,junin,7.0,1963.0,127592.0,41.0,20226.0,3017672.0,0.17073170731707318,0.09705329773558785,0.04228159985578287,2
2016,lambayeque,5.0,2095.0,171240.0,41.0,20226.0,3017672.0,0.12195121951219512,0.1035795510728765,0.056745729820868535,3
2016,la_libertad,4.0,3547.0,1033200.0,41.0,20226.0,3017672.0,0.0975609756097561,0.17536833778305153,0.3423831350789615,4
2016,arequipa,2.0,641.0,46256.0,41.0,20226.0,3017672.0,0.04878048780487805,0.03169188173637892,0.015328372334700392,5
2016,lima_provincia,2.0,685.0,6640.0,41.0,20226.0,3017672.0,0.04878048780487805,0.03386729951547513,0.0022003716772399386,6
2016,piura,2.0,357.0,46512.0,41.0,20226.0,3017672.0,0.04878048780487805,0.01765054879857609,0.015413205941533739,7
2016,ica,1.0,840.0,168000.0,41.0,20226.0,3017672.0,0.024390243902439025,0.041530703055473156,0.05567205448438399,8
2016,pasco,1.0,365.0,30224.0,41.0,20226.0,3017672.0,0.024390243902439025,0.01804607930386631,0.010015667706762033,9
2016,apurimac,0.0,187.0,49952.0,41.0,20226.0,3017672.0,0.0,0.009245525561158905,0.01655315753335684,10
2016,ayacucho,0.0,125.0,32000.0,41.0,20226.0,3017672.0,0.0,0.006180164145159695,0.01060420085416838,11
2016,huancavelica,0.0,213.0,54528.0,41.0,20226.0,3017672.0,0.0,0.01053099970335212,0.018069558255502917,12
2016,loreto,0.0,289.0,82672.0,41.0,20226.0,3017672.0,0.0,0.014288539503609216,0.027395952906744007,13
2016,moquegua,0.0,155.0,39680.0,41.0,20226.0,3017672.0,0.0,0.007663403539998022,0.01314920905916879,14
2016,tacna,0.0,172.0,43920.0,41.0,20226.0,3017672.0,0.0,0.00850390586373974,0.0145542656723461,15
2016,tumbes,0.0,216.0,60576.0,41.0,20226.0,3017672.0,0.0,0.010679323642835954,0.02007375221694074,16
2016,ucayali,0.0,158.0,44160.0,41.0,20226.0,3017672.0,0.0,0.007811727479481855,0.014633797178752362,17
2017,lima_metropolitana,25.0,47950.0,2022846.0,45.0,56610.0,3000806.0,0.5555555555555556,0.8470234940823176,0.6741008915604674,1
2017,arequipa,4.0,1310.0,277776.0,45.0,56610.0,3000806.0,0.08888888888888889,0.0231407878466702,0.09256713029766003,2
2017,cusco,2.0,685.0,5480.0,45.0,56610.0,3000806.0,0.044444444444444446,0.012100335629747395,0.001826176034038855,3
2017,ica,2.0,979.0,158216.0,45.0,56610.0,3000806.0,0.044444444444444446,0.017293764352587882,0.05272450135063713,4
2017,junin,2.0,664.0,18592.0,45.0,56610.0,3000806.0,0.044444444444444446,0.011729376435258789,0.00619566876365883,5
2017,pasco,2.0,405.0,23160.0,45.0,56610.0,3000806.0,0.044444444444444446,0.007154213036565978,0.007717926450426986,6
2017,piura,2.0,105.0,4920.0,45.0,56610.0,3000806.0,0.044444444444444446,0.0018547959724430313,0.0016395595050129866,7
2017,ancash,1.0,225.0,1800.0,45.0,56610.0,3000806.0,0.022222222222222223,0.00397456279809221,0.000599838843297434,8
2017,huancavelica,1.0,320.0,25592.0,45.0,56610.0,3000806.0,0.022222222222222223,0.005652711535064477,0.008528375376482185,9
2017,la_libertad,1.0,45.0,1800.0,45.0,56610.0,3000806.0,0.022222222222222223,0.000794912559618442,0.000599838843297434,10
2017,lambayeque,1.0,672.0,5376.0,45.0,56610.0,3000806.0,0.022222222222222223,0.0118706942236354,0.0017915186786483365,11
2017,lima_provincia,1.0,250.0,16000.0,45.0,56610.0,3000806.0,0.022222222222222223,0.004416180886769122,0.005331900829310525,12
2017,moquegua,1.0,3000.0,411720.0,45.0,56610.0,3000806.0,0.022222222222222223,0.052994170641229466,0.1372031380902331,13
2017,apurimac,0.0,0.0,4488.0,45.0,56610.0,3000806.0,0.0,0.0,0.0014955981826216024,14
2017,ayacucho,0.0,0.0,3000.0,45.0,56610.0,3000806.0,0.0,0.0,0.0009997314054957234,15
2017,loreto,0.0,0.0,6936.0,45.0,56610.0,3000806.0,0.0,0.0,0.0023113790095061126,16
2017,tacna,0.0,0.0,4128.0,45.0,56610.0,3000806.0,0.0,0.0,0.0013756304139621155,17
2017,tumbes,0.0,0.0,5184.0,45.0,56610.0,3000806.0,0.0,0.0,0.0017275358686966102,18
2017,ucayali,0.0,0.0,3792.0,45.0,56610.0,3000806.0,0.0,0.0,0.0012636604965465944,19
2018,lima_metropolitana,25.0,8924.0,177162.0,54.0,21496.0,738864.0,0.46296296296296297,0.4151470040937849,0.2397761969726499,1
2018,lima_provincia,5.0,1350.0,115800.0,54.0,21496.0,738864.0,0.09259259259259259,0.06280238183848158,0.15672708373936206,2
2018,arequipa,4.0,2862.0,44200.0,54.0,21496.0,738864.0,0.07407407407407407,0.13314104949758093,0.05982156391433335,3
2018,lambayeque,3.0,1115.0,39886.0,54.0,21496.0,738864.0,0.05555555555555555,0.05187011537030145,0.05398287100197059,4
2018,pasco,3.0,669.0,62616.0,54.0,21496.0,738864.0,0.05555555555555555,0.03112206922218087,0.08474631325927369,5
2018,ica,2.0,1154.0,118804.0,54.0,21496.0,738864.0,0.037037037037037035,0.05368440640119092,0.16079278459906018,6
2018,la_libertad,2.0,586.0,38624.0,54.0,21496.0,738864.0,0.037037037037037035,0.027260885746185338,0.05227484354360207,7
2018,ancash,1.0,492.0,3712.0,54.0,21496.0,738864.0,0.018518518518518517,0.022887979158913285,0.005023928625565733,8
2018,ayacucho,1.0,406.0,39272.0,54.0,21496.0,738864.0,0.018518518518518517,0.018887234834387794,0.05315186556659954,9
2018,cajamarca,1.0,204.0,3654.0,54.0,21496.0,738864.0,0.018518518518518517,0.009490137700037217,0.004945429740791269,10
2018,callao,1.0,1408.0,10270.0,54.0,21496.0,738864.0,0.018518518518518517,0.06550055824339412,0.013899716321271573,11
2018,cusco,1.0,181.0,14348.0,54.0,21496.0,738864.0,0.018518518518518517,0.008420171194640863,0.019418999978345137,12
2018,huancavelica,1.0,586.0,42192.0,54.0,21496.0,738864.0,0.018518518518518517,0.027260885746185338,0.05710387838627948,13
2018,piura,1.0,226.0,1892.0,54.0,21496.0,738864.0,0.018518518518518517,0.010513583922590249,0.002560687758504948,14
2018,puno,1.0,165.0,990.0,54.0,21496.0,738864.0,0.018518518518518517,0.0076758466691477486,0.0013398947573572404,15
2018,tumbes,1.0,80.0,1220.0,54.0,21496.0,738864.0,0.018518518518518517,0.003721622627465575,0.0016511834383594274,16
2018,ucayali,1.0,267.0,17814.0,54.0,21496.0,738864.0,0.018518518518518517,0.012420915519166357,0.024109985058143314,17
2018,huanuco,0.0,206.0,1386.0,54.0,21496.0,738864.0,0.0,0.009583178265723856,0.0018758526603001365,18
2018,junin,0.0,329.0,1974.0,54.0,21496.0,738864.0,0.0,0.015305173055452178,0.002671668940427467,19
2018,loreto,0.0,45.0,540.0,54.0,21496.0,738864.0,0.0,0.002093412727949386,0.000730851685831222,20
2018,moquegua,0.0,64.0,384.0,54.0,21496.0,738864.0,0.0,0.00297729810197246,0.000519716754368869,21
2018,san_martin,0.0,20.0,240.0,54.0,21496.0,738864.0,0.0,0.0009304056568663938,0.0003248229714805431,22
2018,tacna,0.0,157.0,1884.0,54.0,21496.0,738864.0,0.0,0.007303684406401191,0.0025498603261222635,23
2019,lima_metropolitana,27.0,90315.0,1262168.0,67.0,110154.0,2085856.0,0.40298507462686567,0.8198975979083828,0.605107926913459,1
2019,lambayeque,20.0,10655.0,108880.0,67.0,110154.0,2085856.0,0.29850746268656714,0.09672821686003232,0.052199193041130354,2
2019,lima_provincia,4.0,2209.0,341664.0,67.0,110154.0,2085856.0,0.05970149253731343,0.0200537429416998,0.16380037739901507,3
2019,junin,3.0,1129.0,63272.0,67.0,110154.0,2085856.0,0.04477611940298507,0.010249287361330501,0.0303338293726892,4
2019,arequipa,2.0,231.0,7888.0,67.0,110154.0,2085856.0,0.029850746268656716,0.002097064110245656,0.003781660862494822,5
2019,ica,2.0,969.0,119816.0,67.0,110154.0,2085856.0,0.029850746268656716,0.008796775423498012,0.05744212448030928,6
2019,callao,1.0,975.0,15600.0,67.0,110154.0,2085856.0,0.014925373134328358,0.00885124462116673,0.007478943896414709,7
2019,cusco,1.0,177.0,2832.0,67.0,110154.0,2085856.0,0.014925373134328358,0.001606841331227191,0.0013577159688875934,8
2019,huancavelica,1.0,571.0,31976.0,67.0,110154.0,2085856.0,0.014925373134328358,0.005183651978139695,0.015329917309727997,9
2019,la_libertad,1.0,989.0,55384.0,67.0,110154.0,2085856.0,0.014925373134328358,0.008978339415727073,0.026552168510194377,10
2019,pasco,1.0,319.0,15312.0,67.0,110154.0,2085856.0,0.014925373134328358,0.0028959456760535253,0.007340871086019361,11
2019,piura,1.0,465.0,22320.0,67.0,110154.0,2085856.0,0.014925373134328358,0.004221362819325672,0.010700642805639508,12
2019,puno,1.0,948.0,7584.0,67.0,110154.0,2085856.0,0.014925373134328358,0.008606133231657497,0.0036359173404108434,13
2019,tumbes,1.0,52.0,1664.0,67.0,110154.0,2085856.0,0.014925373134328358,0.0004720663797955589,0.000797754015617569,14
2019,ucayali,1.0,150.0,29496.0,67.0,110154.0,2085856.0,0.014925373134328358,0.0013617299417179585,0.014140956997990273,15
2020,lima_metropolitana,12.0,123545.0,3457176.0,23.0,127868.0,3653184.0,0.5217391304347826,0.966191697688241,0.9463459820255427,1
2020,lambayeque,3.0,2567.0,126856.0,23.0,127868.0,3653184.0,0.13043478260869565,0.020075390246191385,0.034724777071179554,2
2020,junin,2.0,309.0,24400.0,23.0,127868.0,3653184.0,0.08695652173913043,0.0024165545719022742,0.006679105131304638,3
2020,lima_provincia,2.0,878.0,21072.0,23.0,127868.0,3653184.0,0.08695652173913043,0.006866456032783809,0.005768118988805382,4
2020,huanuco,1.0,187.0,13464.0,23.0,127868.0,3653184.0,0.043478260869565216,0.0014624456470735446,0.0036855521101592475,5
2020,pasco,1.0,189.0,4536.0,23.0,127868.0,3653184.0,0.043478260869565216,0.0014780867769887697,0.0012416565932622063,6
2020,san_martin,1.0,31.0,496.0,23.0,127868.0,3653184.0,0.043478260869565216,0.00024243751368598868,0.00013577197316094674,7
2020,ucayali,1.0,162.0,5184.0,23.0,127868.0,3653184.0,0.043478260869565216,0.0012669315231332312,0.0014190361065853786,8
2021,lima_metropolitana,18.0,203333.0,2594288.0,38.0,209142.0,3027240.0,0.47368421052631576,0.9722246129424028,0.8569812766744626,1
2021,junin,5.0,1224.0,68824.0,38.0,209142.0,3027240.0,0.13157894736842105,0.005852483001979517,0.022734900437362086,2
2021,lima_provincia,3.0,1246.0,24760.0,38.0,209142.0,3027240.0,0.07894736842105263,0.005957674689923593,0.008179067401329263,3
2021,arequipa,2.0,434.0,62496.0,38.0,209142.0,3027240.0,0.05263157894736842,0.0020751451167149593,0.020644547508621713,4
2021,ica,2.0,1562.0,187440.0,38.0,209142.0,3027240.0,0.05263157894736842,0.007468609844029415,0.06191778649859278,5
2021,pasco,2.0,590.0,12064.0,38.0,209142.0,3027240.0,0.05263157894736842,0.002821049813045682,0.003985148187788216,6
2021,apurimac,1.0,72.0,36288.0,38.0,209142.0,3027240.0,0.02631578947368421,0.0003442637059987951,0.011987156617909382,7
2021,huanuco,1.0,143.0,13728.0,38.0,209142.0,3027240.0,0.02631578947368421,0.0006837459716364958,0.0045348237998969355,8
2021,loreto,1.0,75.0,6000.0,38.0,209142.0,3027240.0,0.02631578947368421,0.00035860802708207823,0.0019820034090458636,9
2021,moquegua,1.0,30.0,480.0,38.0,209142.0,3027240.0,0.02631578947368421,0.00014344321083283127,0.0001585602727236691,10
2021,tumbes,1.0,350.0,5600.0,38.0,209142.0,3027240.0,0.02631578947368421,0.0016735041263830316,0.0018498698484428059,11
2021,ucayali,1.0,83.0,15272.0,38.0,209142.0,3027240.0,0.02631578947368421,0.0003968595499708332,0.005044859343824738,12
2022,lima_metropolitana,26.0,24282.0,1758896.0,41.0,29145.0,2122932.0,0.6341463414634146,0.8331446217189913,0.8285220628828431,1
2022,ica,3.0,670.0,142576.0,41.0,29145.0,2122932.0,0.07317073170731707,0.022988505747126436,0.06715994671520331,2
2022,junin,3.0,1035.0,94960.0,41.0,29145.0,2122932.0,0.07317073170731707,0.035512094698919194,0.04473058958082501,3
2022,ancash,2.0,1300.0,59500.0,41.0,29145.0,2122932.0,0.04878048780487805,0.04460456338994682,0.028027275485036734,4
2022,la_libertad,2.0,161.0,10584.0,41.0,29145.0,2122932.0,0.04878048780487805,0.005524103619831875,0.004985557709808887,5
2022,lima_provincia,2.0,1168.0,45680.0,41.0,29145.0,2122932.0,0.04878048780487805,0.040075484645736834,0.021517410826159294,6
2022,loreto,1.0,284.0,6816.0,41.0,29145.0,2122932.0,0.024390243902439025,0.009744381540572998,0.0032106539446388298,7
2022,san_martin,1.0,76.0,1216.0,41.0,29145.0,2122932.0,0.024390243902439025,0.0026076513981815063,0.0005727927225177255,8
2022,ucayali,1.0,169.0,2704.0,41.0,29145.0,2122932.0,0.024390243902439025,0.0057985932406930864,0.0012737101329670475,9
2023,lima_metropolitana,38.0,74320.0,1311672.0,55.0,77883.0,1462009.0,0.6909090909090909,0.9542518906564975,0.897170947648065,1
2023,apurimac,3.0,1314.0,21024.0,55.0,77883.0,1462009.0,0.05454545454545454,0.016871461037710412,0.014380212433712788,2
2023,cajamarca,3.0,146.0,28648.0,55.0,77883.0,1462009.0,0.05454545454545454,0.0018746067819678236,0.019594954613822487,3
2023,ica,2.0,1167.0,76849.0,55.0,77883.0,1462009.0,0.03636363636363636,0.014984014483263357,0.05256397190441372,4
2023,lima_provincia,2.0,77.0,5192.0,55.0,77883.0,1462009.0,0.03636363636363636,0.0009886624809008384,0.0035512777281124807,5
2023,ancash,1.0,38.0,4256.0,55.0,77883.0,1462009.0,0.01818181818181818,0.00048791135421080337,0.002911062790995131,6
2023,arequipa,1.0,23.0,2944.0,55.0,77883.0,1462009.0,0.01818181818181818,0.0002953147670223284,0.0020136674945229476,7
2023,ayacucho,1.0,104.0,832.0,55.0,77883.0,1462009.0,0.01818181818181818,0.0013353363378400935,0.0005690799441043112,8
2023,callao,1.0,270.0,4320.0,55.0,77883.0,1462009.0,0.01818181818181818,0.0034667385693925505,0.002954838171310847,9
2023,lambayeque,1.0,200.0,3200.0,55.0,77883.0,1462009.0,0.01818181818181818,0.0025679544958463335,0.0021887690157858125,10
2023,moquegua,1.0,160.0,2560.0,55.0,77883.0,1462009.0,0.01818181818181818,0.0020543635966770667,0.00175101521262865,11
2023,ucayali,1.0,64.0,512.0,55.0,77883.0,1462009.0,0.01818181818181818,0.0008217454386708268,0.00035020304252573,12
2024,lima_metropolitana,42.0,72555.0,2158020.0,63.0,76704.0,2295516.0,0.6666666666666666,0.9459089486858573,0.9401023560715761,1
2024,cajamarca,6.0,2725.0,39032.0,63.0,76704.0,2295516.0,0.09523809523809523,0.035526178556528995,0.01700358437928553,2
2024,pasco,3.0,521.0,8912.0,63.0,76704.0,2295516.0,0.047619047619047616,0.0067923445974134335,0.003882351506153736,3
2024,ancash,2.0,126.0,1136.0,63.0,76704.0,2295516.0,0.031746031746031744,0.0016426783479349186,0.0004948778401021818,4
2024,arequipa,2.0,147.0,1176.0,63.0,76704.0,2295516.0,0.031746031746031744,0.0019164580725907383,0.0005123031161621178,5
2024,ica,2.0,287.0,15928.0,63.0,76704.0,2295516.0,0.031746031746031744,0.0037416562369628702,0.006938744927066507,6
2024,lima_provincia,2.0,122.0,37088.0,63.0,76704.0,2295516.0,0.031746031746031744,0.0015905298289528578,0.01615671596277264,7
2024,tumbes,2.0,146.0,18224.0,63.0,76704.0,2295516.0,0.031746031746031744,0.0019034209428452232,0.007938955772906832,8
2024,apurimac,1.0,25.0,1200.0,63.0,76704.0,2295516.0,0.015873015873015872,0.00032592824363788066,0.0005227582817980793,9
2024,junin,1.0,50.0,14800.0,63.0,76704.0,2295516.0,0.015873015873015872,0.0006518564872757613,0.006447352142176312,10
